"id","section_id","section_name","question","option_a","option_b","option_c","option_d","correct_answer","explanation","difficulty"
"51","4","Image Morphology","Which formula correctly describes the process of morphological Boundary Extraction for a set A using structuring element B?","Beta(A) = (A dilated by B) - A","Beta(A) = (A eroded by B) + A","Beta(A) = A - (A eroded by B)","Beta(A) = A intersected with (A dilated by B)","C","The slides provide the formula for Boundary Extraction as Beta(A) = A - (A eroded by B).","medium"
"52","4","Image Morphology","In the morphological Region Filling algorithm defined as X_k = (X_{k-1} dilated by B) intersected with A-complement, what is the crucial role of intersecting with the complement of A?","It ensures that the filled region remains exactly one pixel thick.","It forces the algorithm to fill the foreground instead of the background.","It acts as a boundary constraint, preventing the iterative dilation from expanding outside the defined background region.","It extracts the structural corners of the region being filled.","C","Region filling uses iterative dilation to expand the fill. Intersecting with A-complement (the background) ensures the fill does not cross over the actual borders of the shape (Set A).","hard"
"53","4","Image Morphology","Unlike basic erosion or dilation which strictly use '1's, what values can a structuring element contain when used specifically for a Hit-and-Miss transform?","Only '0's and '1's","'1's, '0's, and 'don't care' values","Continuous gradient values from 0.0 to 1.0","Only positive and negative floating-point numbers","B","The slides state that a Hit-and-Miss Structuring Element 'Contains 0s, 1s and don’t care’s', usually with a '1' at the origin.","easy"
"54","4","Image Morphology","Opening and Closing are considered dual operations. What does this mean if you want to conceptually perform an 'opening' operation on the foreground pixels of an image?","You can perform an 'opening' on the background pixels and add the results.","You can perform a 'closing' operation on the background pixels using the same structuring element.","You must subtract the closed image from the dilated image.","You must perform the operation twice to achieve idempotence.","B","The slides explain duality by stating that 'opening the foreground pixels with a particular structuring element is equivalent to closing the background pixels with the same element.'","medium"
"55","4","Image Morphology","How is the morphological 'Thinning' of a set A by a structuring element B mathematically defined?","As A minus the Hit-and-Miss transform of A by B.","As the intersection of A and the Dilation of A by B.","As the union of A and the Erosion of A by B.","As the Opening of A followed immediately by the Closing of A.","A","The formula for thinning is provided as A thin B = A - (A Hit-and-Miss B). It uses a sequence of rotated structuring elements to progressively remove border pixels without breaking connectivity.","hard"
"56","4","Image Morphology","When performing 'Extraction of Connected Components', the iterative formula is X_k = (X_{k-1} dilated by B) intersected with A. How does this logic differ from the Region Filling algorithm?","It uses erosion instead of dilation in the iterative step.","It requires a Hit-and-Miss transform before the intersection.","It intersects with the original set A to bound the expansion within the foreground shape, whereas Region Filling intersects with A-complement to fill the background.","It inherently applies a thresholding step after each intersection.","C","Connected components extraction expands a point inside a foreground object and bounds it by A. Region filling expands a point in an enclosed background area and bounds it by A-complement.","medium"
"57","5","Edge Detection, SIFT, and Scale Invariance","What do local extrema (peaks) in the first-order spatial derivative of an image mathematically indicate?","The presence of smooth, slowly varying gray levels.","The exact center of gravity of a morphological shape.","The presence of edges.","The optimal variance for a Gaussian filter.","C","According to the graphical representations of gradients, local extrema (peaks) in the first derivative of a function correspond directly to the location of edges.","easy"
"58","5","Edge Detection, SIFT, and Scale Invariance","Why is applying a smoothing filter (like Gaussian) a mandatory preprocessing step before calculating image gradients for edge detection?","Because derivatives only work on floating-point numbers.","Because noise introduces spurious peaks in the derivative, leading to false edge detections.","Because it automatically normalizes the image to a range of 0 to 1.","Because smoothing shifts the image to the frequency domain for faster processing.","B","The slides show that noise in a signal causes erratic spikes in the first and second derivatives. Smoothing the signal (e.g., via a Gaussian filter) before taking the derivative is necessary to prevent noise from being incorrectly detected as edges.","medium"
"59","5","Edge Detection, SIFT, and Scale Invariance","Which specific property of the SIFT algorithm allows it to reliably detect the same object whether it is photographed up close or from far away?","Rotation Invariance","Affine Transform Invariance","Illumination Invariance","Scale Invariance","D","Scale invariance ensures that features are detected at different scales (magnifications) of the image, making the algorithm robust to changes in object size or distance from the camera.","easy"
"60","5","Edge Detection, SIFT, and Scale Invariance","In the SIFT algorithm, which computationally efficient operation is used to approximate the Normalized Laplacian of Gaussian (NLoG)?","Taylor Series Expansion","Fast Fourier Transform (FFT)","Difference of Gaussians (DoG)","K-Means Clustering","C","The slides state that the Difference of Gaussians (DoG) is used to approximate the Normalized Laplacian of Gaussian (NLoG) across multiple scales, speeding up the detection of blobs.","medium"
"61","5","Edge Detection, SIFT, and Scale Invariance","Based on the course material, what happens if the variance (sigma) chosen for the Laplacian of Gaussian filter is too small?","Important edges and corners are completely removed from the image.","The image is reduced to a single 1x1 pixel representation.","It results in only partial removal of noise, causing some noise to be falsely detected as edges or blobs.","The scale space becomes entirely scale-invariant but loses rotation invariance.","C","A smaller variance may result in partial removal of noise, meaning some noise may be incorrectly detected as edges/blobs. Conversely, a larger variance may remove important edges and corners.","hard"
"62","5","Edge Detection, SIFT, and Scale Invariance","When detecting initial keypoints in a DoG scale-space, a pixel is identified as a local extremum by comparing its value to how many immediate neighbors?","8 neighbors in the current image.","26 neighbors (8 in the current scale, 9 in the scale above, and 9 in the scale below).","9 neighbors (a standard 3x3 spatial mask).","128 neighbors across all computed octaves.","B","Each pixel in the DoG image is compared to its 26 neighbors in the 3D scale-space (8 in the same image, 9 in the scale above, and 9 in the scale below) to determine if it is a local maximum or minimum.","medium"
"63","5","Edge Detection, SIFT, and Scale Invariance","What mathematical technique is employed during the refinement step of SIFT to achieve exact sub-pixel and sub-scale accuracy for a candidate keypoint?","Applying an Inverse Fourier Transform.","Calculating the intersection over union (IoU).","Using a Taylor series expansion of the DoG function around the candidate point.","Performing a Hit-and-Miss transformation with a 3x3 structuring element.","C","The objective of refinement is sub-pixel and sub-scale accuracy, achieved by refining the initial keypoint location using a Taylor series expansion of the DoG function, which relies on the gradient and Hessian matrix.","hard"
"64","5","Edge Detection, SIFT, and Scale Invariance","After locating candidate keypoints, SIFT filters out unstable ones. Which mathematical entity is utilized to identify and eliminate keypoints that lie on edges and are difficult to precisely locate?","The 2-D Hessian matrix of the Difference of Gaussians (DoG).","The cumulative distribution function of the image histogram.","A 36-bin histogram of orientation gradients.","A Butterworth high-pass filter mask.","A","The algorithm eliminates false detections by discarding low-contrast keypoints, and it specifically uses the 2-D Hessian matrix to evaluate and eliminate keypoint candidates that lie on edges because they have strong responses along the edge but are unstable.","hard"
"65","5","Edge Detection, SIFT, and Scale Invariance","To determine the dominant orientation of a keypoint, SIFT analyzes a surrounding circular neighborhood. What is the defined radius of this neighborhood?","Exactly 16 pixels.","3 times the scale (sigma) of the keypoint.","8 times the scale (sigma) of the keypoint.","Half the width of the sliding window.","B","The slides state to define a circular neighborhood around each keypoint and 'Select Neighborhood radius = 3 * Scale of the Keypoint' (where scale is the sigma associated with that point).","medium"
"66","5","Edge Detection, SIFT, and Scale Invariance","When building the 36-bin orientation histogram for a keypoint, why are the gradient magnitudes of neighboring pixels weighted using a Gaussian distribution?","To convert the image back into the spatial domain from the frequency domain.","To perfectly align the orientation to the true North axis.","To assign higher influence to pixels physically closer to the keypoint and reduce the impact of distant pixels.","To discard pixels that fall exactly on a zero-crossing.","C","Pixels closer to the keypoint should get more weight in the histogram. Gaussian weighting of the gradient magnitude assigns higher weights to closer pixels, making farther pixels have less influence.","medium"
"67","5","Edge Detection, SIFT, and Scale Invariance","What is the exact dimensionality of the final SIFT descriptor vector for a single keypoint, and how is it calculated?","36 values (one for each 10 degrees).","6400 values (derived from an 80x80 sliding window).","128 values (16 sub-blocks multiplied by 8 histogram bins each).","256 values (16 sub-blocks multiplied by 16 histogram bins each).","C","The 16x16 neighborhood is divided into 16 4x4 sub-blocks. Each sub-block gets an 8-bin histogram. Concatenating these yields a vector of 16 x 8 = 128 values.","hard"
"68","5","Edge Detection, SIFT, and Scale Invariance","During the generation of a SIFT descriptor, what specific action guarantees that the resulting descriptor is rotation-invariant?","Rotating the entire 16x16 pixel neighborhood to align with the keypoint’s previously computed dominant angle.","Applying a Normalized Laplacian of Gaussian to the final 128-value vector.","Discarding any sub-blocks that contain gradients oriented exactly at 90 degrees.","Ensuring the scale space is constructed using at least four octaves.","A","To achieve rotation invariance, the 16x16 neighborhood around the keypoint is mathematically rotated by the keypoint's previously calculated dominant angle before dividing it into sub-blocks and calculating the descriptor histograms.","medium"
"69","5","Edge Detection, SIFT, and Scale Invariance","If multiple scales (sigma) are evaluated for a specific blob detector using Normalized Laplacian of Gaussians, which criterion dictates the mathematically 'Best Scale' for that blob?","The scale that produces the highest absolute response value.","The scale that produces a response closest to zero.","The scale that perfectly matches the image resolution.","The lowest possible scale (sigma = 1).","A","When testing multiple scales to find the best representation of a blob, the 'Best Scale' is defined as the one that generates the 'Highest Response Value (Highest Absolute value)'.","easy"
"70","5","Edge Detection, SIFT, and Scale Invariance","What does a zero-crossing point in the second derivative of a smoothed image function indicate?","The presence of salt-and-pepper noise.","The location of an orientation bin.","The exact location of an edge.","A uniform, flat region with no texture.","C","While the first derivative locates an edge at its peak, the second derivative of a function (like the Laplacian) locates the exact edge position exactly at the zero-crossing (between the minimum and maximum points).","easy"
"71","6","Object Detection: Sliding Window to YOLO","According to the course notes, what fundamentally distinguishes the task of Object Detection from Object Localization and Classification?","Detection only provides the class of an object without its coordinates.","Localization requires drawing a bounding box, while Detection only requires extracting a feature vector.","Detection involves finding and drawing bounding boxes around multiple objects, whereas Localization traditionally deals with a single object.","Detection uses pixel-based morphology, whereas Localization relies strictly on the frequency domain.","C","The slides define 'Object Localization and Classification' as dealing with a 'Single Object' (defining class and drawing a bounding box), while 'Object Detection' is explicitly defined as dealing with 'Multiple Objects' (drawing bounding boxes around multiple locations).","easy"
"72","6","Object Detection: Sliding Window to YOLO","When calculating the squared error loss for Localization and Classification using a CNN, what happens to the loss calculations for bounding box coordinates (Bx, By, Bw, Bh) and classes (C1, C2...) if the ground truth Pc (Probability of Object) is 0?","Their errors are multiplied by a large penalty factor to suppress false positives.","They are treated as 'Don't Care' values and do not contribute to the loss function.","They are automatically set to 1.0 to invert the loss gradient.","Their values are replaced by the anchor box dimensions.","B","According to the slide 'Localization and Classification Loss Calculations', if an object does not exist (Pc = 0), the loss is only calculated for Pc (Loss = (y1 - y1_hat)^2), and 'Other values are Don't Care'.","medium"
"73","6","Object Detection: Sliding Window to YOLO","What architectural modification allows a traditional Sliding Window technique to process an entire image at once in a single forward pass, dramatically speeding up computation?","Replacing Convolutional Filters with Taylor Series expansions.","Replacing the Softmax layer with a Support Vector Machine (SVM).","Replacing Fully Connected (FC) layers with 1x1 Convolutional layers.","Replacing MaxPooling layers with Generalized IoU calculations.","C","The slides demonstrate 'Implementation of FC Layers with Conv. Layers', specifically showing that converting FC layers to 1x1 Convolution filters allows 'shared Calculations to parallelize classification of 6400 images (one shot)'.","hard"
"74","6","Object Detection: Sliding Window to YOLO","If an input image of size 100x100 is scanned using a 21x21 sliding window (applied as a convolutional filter) with a stride of 1 and no padding, what are the dimensions of the resulting spatial output map?","21 x 21","80 x 80","100 x 100","6400 x 1","B","The slides state: 'Apply Filter of size 21x21 with stride 1, no padding' on a '100x100' image results in an '80 x 80' output map (representing 6400 individual sliding window positions).","medium"
"75","6","Object Detection: Sliding Window to YOLO","To further optimize the sliding window CNN, large filters can be factorized. According to the lecture, a large 21x21 convolutional filter is mathematically equivalent to a cascade of how many 5x5 filters?","Two 5x5 filters","Three 5x5 filters","Four 5x5 filters","Five 5x5 filters","D","The slide 'Factorize the 21x21 filter using 5x5 filters' explicitly states that 'Five 5x5 filters is equivalent to One 21x21 filter'.","medium"
"76","6","Object Detection: Sliding Window to YOLO","In the YOLO architecture, how does the algorithm initially assign responsibility for detecting an object to a specific grid cell?","By calculating which grid cell has the highest pixel intensity.","By assigning the object to the grid cell that contains the object's exact midpoint (center).","By assigning the object to the grid cell that contains the top-left corner of the bounding box.","By evaluating the 2D Hessian matrix across all cells.","B","The slides note that 'Each Object in training image is assigned to grid cell that contains that object's midpoint'.","easy"
"77","6","Object Detection: Sliding Window to YOLO","A YOLO model divides an image into a 13x13 grid and defines 6 anchor boxes per grid cell to detect 100 different classes. What is the total size of the final output tensor for the entire image?","13 x 13 x 105","13 x 13 x 600","13 x 13 x 630","13 x 13 x 605","C","The formula for 'Multiple Objects per Cell Total Size' is S x S x M x (5 + N). For S=13, M=6, and N=100: 13 * 13 * 6 * (5 + 100) = 169 * 6 * 105 = 169 * 630 = 106,470 total values, meaning the tensor shape is 13 x 13 x 630.","hard"
"78","6","Object Detection: Sliding Window to YOLO","What specific limitation of a basic grid-based detection system is solved by introducing 'Anchor Boxes'?","It allows the network to process smaller images without padding.","It allows a single grid cell to detect multiple objects whose centers fall into the exact same cell but have different shapes.","It replaces the need for the Non-Maxima Suppression (NMS) algorithm.","It converts the bounding box coordinates from Image-Based encoding to Cell-Based encoding.","B","Anchor boxes are introduced under the question 'What if there are multiple objects in a single grid?'. They solve the issue of overlapped objects in the same grid by providing multiple predefined box shapes per cell.","medium"
"79","6","Object Detection: Sliding Window to YOLO","When utilizing 'Cell Based Encoding' for bounding box coordinates (X, Y, W, H) in YOLO, what is the valid range for the center coordinates (X, Y), and can the Width (W) and Height (H) exceed this range?","X,Y range from 0 to 1; W,H cannot exceed 1.","X,Y range from 0 to S; W,H cannot exceed S.","X,Y range from 0 to 1; W,H may exceed 1 because the object can be larger than the cell itself.","X,Y range from -1 to 1; W,H must exactly equal the anchor box dimensions.","C","The slides for 'Cell Based Encoding' state that '(0,0) is the top left corner' of the cell, '(1,1) is the bottom right corner', 'X,Y values ranges from (0 to 1)', and importantly, 'Width and height may exceed 1'.","hard"
"80","6","Object Detection: Sliding Window to YOLO","During YOLO training, if a ground truth object's center falls into a grid cell with 4 predefined anchor boxes, how does the algorithm determine which specific anchor box is responsible for that object?","It assigns it to the anchor box with the largest absolute area.","It assigns it to the anchor box that yields the highest Intersection Over Union (IoU) with the ground truth bounding box.","It assigns it to all 4 anchor boxes simultaneously to guarantee detection.","It randomly selects an anchor box to ensure robust generalization.","B","The slide 'How to Assign Anchor Box to Object' shows the process: 'Calculate IOU 1, 2, 3, 4' and 'Select Anchor Box with HIGHEST IOU For Each Object Bounding Box'.","medium"
"81","6","Object Detection: Sliding Window to YOLO","Before training a YOLO model, K-Means clustering is often run on the training dataset. What is the primary purpose of this clustering step?","To group similar background pixels together to remove noise.","To classify the images into N distinct object categories.","To automatically determine the most optimal sizes and aspect ratios (W,H) for the Anchor Boxes.","To map Cell-Based coordinates back to Image-Based coordinates.","C","The slides detail using K-Means Clustering on the ground truth bounding boxes to find the 'Best Sizes of Anchor Boxes' and 'How to Define Number of Anchor Boxes' by finding cluster centroids.","medium"
"82","6","Object Detection: Sliding Window to YOLO","When executing the K-Means clustering algorithm to find optimal anchor box shapes, which distance metric is specifically recommended in the course material instead of standard Euclidean distance?","Squared Euclidean Distance","Taylor Series Expansion","Mean Absolute Error (MAE)","1 - IoU (Intersection Over Union)","D","The slide 'How to Define Sizes of Anchor Boxes' specifies for K-Means Clustering: 'Distance Measure == [ 1 - IOU ]', because standard distance doesn't account for box scale as effectively as IoU.","hard"
"83","6","Object Detection: Sliding Window to YOLO","According to the course notes, what is a major drawback of using a large 'Stride' in the traditional sliding window technique?","It requires significantly more fully connected layers.","It results in a severe loss of precision in object localization.","It forces the sliding window to process the image multiple times.","It makes the output coordinate values negative.","B","The slides list the cons of the Sliding Window Technique: 'If Stride is large, (loss of precision in localization)', because the window might step too far and fail to center precisely on the object.","easy"
"84","6","Object Detection: Sliding Window to YOLO","In the output vector of a YOLO grid cell [Pc, Bx, By, Bw, Bh, C1, C2...], what does the parameter 'Pc' explicitly represent?","The probability that the predicted object belongs to class 1.","The precise pixel intensity of the object's center point.","The overall probability that an object actually exists within that specific bounding box/anchor.","The Principal Component of the underlying image feature vector.","C","The slides define Pc as 'Confidence Probability that there Exist an object' or 'the Probability that there exist one of the Classes' within that cell/anchor.","easy"
"85","6","Object Detection: Sliding Window to YOLO","What happens to the consistency and accuracy of a YOLO model if training data assigns ground truth objects to incorrect anchor boxes (e.g., assigning a tall person to a wide, flat anchor box)?","The model will automatically apply a morphological Hit-and-Miss transform to correct it.","The training data becomes inconsistent, leading to less accuracy because the network struggles to adjust the wrong anchor dimensions.","The model's IoU loss will drop to absolutely zero, ensuring perfect accuracy.","The model dynamically changes the grid size to accommodate the error.","B","The slide 'What if Object is Assigned to Wrong Anchor Box?' shows that assigning a bounding box to a poorly shaped anchor means 'Training Data is NOT Consistent' leading to 'Less Accuracy'.","medium"
"86","7","Evaluation Metrics: IoU and its Variants","What is the fundamental formula for calculating Intersection Over Union (IoU) in object detection?","Area of Overlap + Area of Union","Area of Overlap / Area of Union","Area of Union / Area of Overlap","Area of Overlap * Area of Union","B","The slides define IoU as a measure of overlap between two bounding boxes, mathematically calculated as the 'Area of Overlap' divided by the 'Area of Union'.","easy"
"87","7","Evaluation Metrics: IoU and its Variants","Why is a standard Regression Loss (like Absolute or Squared Distance) often insufficient for evaluating bounding box predictions compared to IoU?","It cannot be calculated for bounding boxes that overlap perfectly.","It requires a constant gradient to function.","It yields the same error for a large and small object if the coordinate distance is the same, despite the error being visually worse for the small object.","It always produces negative values which cannot be minimized.","C","The course notes explain that with absolute/squared distance, a small pixel error on a small object looks terrible, but the same pixel error on a huge object looks fine. Regression loss treats them identically, but IoU correctly scales with the object's size.","medium"
"88","7","Evaluation Metrics: IoU and its Variants","What is the standard acceptance criterion for Intersection Over Union (IoU) to generally consider a detection as a good match, according to the course notes?","IoU > 0.1","IoU > 0.3","IoU > 0.6","IoU = 1.0 strictly","C","The slide detailing the Evaluation of Detection Results Accuracy states that the acceptance criteria is generally 'IOU > 0.6 (The higher the better)'.","easy"
"89","7","Evaluation Metrics: IoU and its Variants","According to the course notes, what is a major property of the Intersection Over Union (IoU) metric that makes it robust across different image magnifications?","Symmetry","Scale Insensitivity","Non-negativity","Vector projection","B","IoU is described as having 'Scale Insensitivity', meaning it is invariant to the scale of the shapes being compared, making it a versatile metric.","medium"
"90","7","Evaluation Metrics: IoU and its Variants","What is the critical theoretical problem with the standard IoU-based loss function (Loss = 1 - IoU) when the predicted bounding box and the ground truth do not overlap at all?","The loss evaluates to a constant 1, resulting in a zero gradient and no weight updates during training.","The IoU becomes exactly 1.0, signaling a false positive to the network.","The gradient becomes extremely large, overshooting the local minimum.","The loss becomes infinity, causing the neural network to crash.","A","If there is no overlap, IoU = 0, so Loss = 1 - 0 = 1. Because the loss is a constant 1, there is no change in loss as the box moves (until it overlaps), meaning the gradient is zero, leading to 'NO Update in Model weights'.","hard"
"91","7","Evaluation Metrics: IoU and its Variants","How does the Generalized IoU (GIoU) mathematically attempt to solve the zero-gradient problem of the standard IoU metric?","By replacing the IoU calculation entirely with a Taylor series expansion.","By penalizing the squared Euclidean distance between the centers of the two boxes.","By adding a penalty term involving the smallest convex object 'C' that encloses both the predicted and ground truth boxes.","By dynamically scaling the size of the bounding boxes until they eventually intersect.","C","GIoU introduces the bounding box 'C', which is the smallest convex object enclosing both boxes. The formula subtracts the ratio of empty space in C from the IoU, providing a gradient even when boxes don't overlap.","medium"
"92","7","Evaluation Metrics: IoU and its Variants","If two different bounding box predictions have the exact same enclosing box 'C', the exact same intersection area, and the exact same union area with the ground truth, what is a documented flaw of GIoU when evaluating them?","GIoU evaluates to zero for both, halting the gradient computation.","GIoU automatically applies an aspect ratio penalty to both.","GIoU cannot distinguish between them, yielding the same loss even if one prediction's center is visually closer to the ground truth's center.","GIoU will divide by zero and become mathematically undefined.","C","A known problem with GIoU is that if the sets A, B, and C are identical in area, the GIoU is identical. It 'does NOT take into consideration the distance between centers', failing to prioritize the box that is more accurately centered.","hard"
"93","7","Evaluation Metrics: IoU and its Variants","Which metric specifically aims to improve upon GIoU by directly incorporating the normalized squared Euclidean distance between the centers of the predicted and ground truth boxes?","Standard IoU","DIoU (Distance IoU)","NMS (Non-Max Suppression)","K-Means Loss","B","DIoU (Distance IoU) explicitly adds the penalty term 'd^2 / c^2', where 'd' is the distance between centers, specifically solving GIoU's inability to account for center alignment.","medium"
"94","7","Evaluation Metrics: IoU and its Variants","Complete IoU (CIoU) improves upon Distance IoU (DIoU) by adding a penalty term involving 'alpha' and 'v'. What specific geometric feature does 'v' measure?","The absolute area of the predicted box.","The rotation of the image plane relative to the camera.","The orientation or aspect ratio consistency between the predicted and ground truth boxes.","The cross-entropy of the classification probabilities.","C","In CIoU, the variable 'v' acts as a 'Measure of Orientation', specifically calculating the difference between the aspect ratios (width/height) of the predicted box and the ground truth box using arctangent functions.","hard"
"95","7","Evaluation Metrics: IoU and its Variants","In the CIoU mathematical formula, the orientation penalty relies on the arctangent of width over height. What is the theoretical range of this angle in radians, dictating the normalization factor used in the formula?","0 to pi/2","-pi to pi","0 to 2*pi","0 to infinity","A","Since widths and heights of bounding boxes are strictly positive, the ratio w/h is positive, meaning the angle arctan(w/h) is restricted to the first quadrant, specifically from 0 to pi/2.","hard"
"96","7","Evaluation Metrics: IoU and its Variants","What is the primary purpose of the Non-Max Suppression (NMS) algorithm in a single-shot detection pipeline like YOLO?","To calculate the aspect ratio of the bounding boxes.","To remove background noise and low-frequency components from the image.","To resolve the problem of highly overlapped bounding boxes predicting the same object.","To cluster bounding box sizes using K-Means clustering.","C","Because grid cells or sliding windows can yield multiple overlapping detections for a single real object, NMS is used to select the 'Best Predicted Box' and suppress/discard the redundant overlapping predictions.","easy"
"97","7","Evaluation Metrics: IoU and its Variants","In the greedy execution of the Non-Max Suppression (NMS) algorithm, which explicit criterion is used to select the 'best' bounding box at the start of each iteration?","The box with the largest absolute intersection area.","The box with the lowest Generalized IoU (GIoU) score.","The box located closest to the exact center of the image.","The box with the highest confidence probability (Pc).","D","The NMS algorithm summary explicitly states that it is a greedy algorithm where, 'At Each Iteration, Pick the highest Scoring Box', referring to the confidence probability Pc.","medium"
"98","7","Evaluation Metrics: IoU and its Variants","During Non-Max Suppression, after locking in the bounding box with the highest confidence, what happens to the remaining boxes that detect the same class?","Their probabilities are added to the selected box's probability.","They are discarded if their IoU with the selected box is greater than a specific threshold (e.g., > 0.5).","They are automatically assigned to the next available ground truth object.","They are averaged together to create a single, larger bounding box.","B","The algorithm calculates the IoU between the selected high-confidence box and all other boxes, and explicitly discards any boxes 'with IOU > 0.5 (Highly Overlapped with selected box)'.","medium"
"99","7","Evaluation Metrics: IoU and its Variants","You are evaluating a YOLO model and notice the network struggles to accurately match the width-height proportions of the ground truth, despite the centers being perfectly aligned. Which loss function variant is best equipped to penalize this specific error?","Standard IoU Loss","GIoU Loss","DIoU Loss","CIoU Loss","D","While DIoU handles center alignment, only CIoU (Complete IoU) incorporates the 'v' parameter which explicitly penalizes mismatches in the aspect ratio (width vs. height proportions).","hard"
"100","7","Evaluation Metrics: IoU and its Variants","According to the mathematical formulation of GIoU (IoU - |C - A U B| / |C|), what value does GIoU approach as the predicted and ground truth boxes move infinitely far apart?","0","-1","1","Infinity","B","As the boxes move infinitely far apart, IoU becomes 0. The union A U B becomes negligible compared to the vast enclosing convex area C. The term |C - A U B| / |C| approaches 1. Therefore, GIoU approaches 0 - 1 = -1.","hard"